Grid_ID,Latitude,Longitude,Elevation,Land_Use,Avg_Precipitation,Soil_Type,Drainage_Capacity,Coastal_Distance,Historical_Floods,Flood_Risk_Label
G1639,8.496242,76.87735,5,Wetland,1843.88,Loam,Low,1.44,0,High
G1640,8.4635,76.389405,11,Agriculture,1471.16,Sandy,Medium,2.8,2,Low
G1641,8.269979,76.541761,46,Wetland,1636.65,Sandy,Low,1.99,1,Moderate
G1642,8.421017,76.968066,37,Industrial,1435.03,Clay,Medium,8.84,3,Low
G1643,8.260479,76.066565,12,Wetland,1725.59,Peat,Low,7.11,2,Low
G1644,8.311793,76.648318,28,Industrial,1255.72,Clay,Medium,8.7,2,Low
G1645,8.044562,76.074105,18,Forest,1902.74,Loam,Medium,3.9,3,Moderate
G1646,8.377635,76.375469,2,Wetland,1710.66,Peat,High,3.2,1,Low
G1647,8.063857,76.803815,7,Forest,1717.63,Clay,High,3.87,2,Low
G1648,8.413034,76.433472,7,Forest,1468.48,Sandy,High,0.28,1,Moderate
G1649,8.391014,76.997182,19,Urban,1076.21,Sandy,Medium,7.27,5,Low
G1650,8.354372,76.559059,46,Forest,1765.18,Clay,Low,3.56,0,Low
G1651,8.01808,76.321162,3,Forest,1086.13,Clay,Medium,3.2,0,Low
G1652,8.151564,76.220111,20,Wetland,1768.79,Clay,High,6.02,3,Low
G1653,8.131556,76.350521,2,Wetland,1268.36,Loam,Medium,4.42,2,Low
